Movie Name,Release Period,Release Period2,Release Period3,Whether Remake,whether franchise ,Whether Franchise,Genre,new actor,New Actor2,new director,New Director2,new music ,New Music Director,Lead Star,Director,Music Director,Number of Screens,Budget(INR),Revenue(INR),Verdict
Rog,1,Normal,0,No,0,No,suspense,0,No,0,No,0,No,Irrfan Khan,Himanshu Brahmbhatt,M.M. Kreem,160,"₹ 3,50,00,000.00","₹ 3,23,00,000.00",Average
Apna Asmaan,1,Normal,0,No,0,No,drama,0,No,1,Yes,1,Yes,Irrfan Khan,Kaushik Roy,Lesle Lewis,45,"₹ 3,00,00,000.00","₹ 17,00,000.00",Flop
Talvar,0,Holiday,0,No,0,No,drama,0,No,0,No,0,No,Irrfan Khan,Meghna Gulzar,Vishal Bhardwaj,675,"₹ 17,00,00,000.00","₹ 47,17,80,000.00",Blockbuster
Billu,0,Holiday,1,Yes,0,No,comedy,0,No,0,No,0,No,Irrfan Khan,Priyadarshan,Pritam,1050,"₹ 27,00,00,000.00","₹ 47,45,12,500.00",Hit
Hindi Medium,1,Normal,0,No,0,No,comedy,0,No,0,No,0,No,Irrfan Khan,Saket Chaudhary,Sachin - Jigar,1050,"₹ 23,00,00,000.00","₹ 91,85,50,000.00",Blockbuster
Yeh Saali Zindagi,1,Normal,0,No,0,No,thriller,0,No,0,No,1,Yes,Irrfan Khan,Sudhir Mishra,Nishat Khan,650,"₹ 11,00,00,000.00","₹ 14,81,00,000.00",Hit
Qarib Qarib Singlle,1,Normal,0,No,0,No,rom__com,0,No,0,No,0,No,Irrfan Khan,Tanuja Chandra,Rochak Kohli,900,"₹ 17,00,00,000.00","₹ 21,03,00,000.00",Hit
Paan Singh Tomar,1,Normal,0,No,0,No,drama,0,No,0,No,0,No,Irrfan Khan,Tigmanshu Dhulia,Abhishek Ray,300,"₹ 7,00,00,000.00","₹ 20,18,00,000.00",Blockbuster
C U At 9,1,Normal,0,No,0,No,suspense,1,Yes,1,Yes,1,Yes,Isaiah,Marlon Rodrigues,Tapas Relia,35,"₹ 80,00,000.00","₹ 27,00,000.00",Flop
Shabri,0,Holiday,0,No,0,No,drama,0,No,1,Yes,0,No,Isha Koppikar,Lalit Marathe,Raju Singh,75,"₹ 3,50,00,000.00","₹ 16,50,000.00",Flop
Aashiqui.in,0,Holiday,0,No,0,No,love_story,1,Yes,1,Yes,1,Yes,Ishaan Manhaas,Shankhadeep,Nitin Kumar Gupta,30,"₹ 2,50,00,000.00","₹ 6,50,000.00",Flop
Ab To Jaago,1,Normal,0,No,0,No,drama,1,Yes,0,No,1,Yes,Ishaan Tandon,Iqbal Ali,Jalalludin Khan,1,"₹ 15,00,000.00","₹ 35,000.00",Flop
Sixteen,1,Normal,0,No,0,No,drama,1,Yes,1,Yes,1,Yes,Izabelle Leite,Raj Purohit,Adam Avil - Eddie Avil,300,"₹ 2,75,00,000.00","₹ 1,76,00,000.00",Flop
Kaand - Black Scandal,0,Holiday,0,No,0,No,drama,1,Yes,0,No,1,Yes,J.B. Rana,Santosh Gupta,Param,10,"₹ 30,00,000.00","₹ 4,25,000.00",Flop
Bhoot Returns,1,Normal,0,No,1,Yes,horror,0,No,0,No,0,No,J.D. Chakravarthi,Ram Gopal Verma,Sandeep Chowta,925,"₹ 7,50,00,000.00","₹ 6,39,20,000.00",Average
Daal Mein Kuch Kaala Hai!,1,Normal,0,No,0,No,comedy,0,No,1,Yes,1,Yes,Jackie Shroff,Anand Balraj,Aabfm,125,"₹ 4,00,00,000.00","₹ 53,00,000.00",Flop
Thodi Life Thoda Magic,1,Normal,0,No,0,No,drama,0,No,0,No,0,No,Jackie Shroff,Anand L. Rai,Vinay Tiwari,30,"₹ 1,25,00,000.00","₹ 5,50,000.00",Flop
Maalik Ek,1,Normal,0,No,0,No,mythological,0,No,0,No,0,No,Jackie Shroff,Deepak Balraj Vij,Jaideep Choudhury,75,"₹ 1,00,00,000.00","₹ 8,75,000.00",Flop
Married To America,0,Holiday,0,No,0,No,thriller,0,No,0,No,1,Yes,Jackie Shroff,Dilip Shankar,Anwar Hussain,150,"₹ 2,50,00,000.00","₹ 22,00,000.00",Flop
Musaa - The Most Wanted,1,Normal,0,No,0,No,thriller,0,No,0,No,0,No,Jackie Shroff,Himanshu Brahmbhatt,Santosh Sharma,40,"₹ 1,25,00,000.00","₹ 14,00,000.00",Flop
We R Friends,1,Normal,0,No,0,No,drama,0,No,1,Yes,0,No,Jackie Shroff,Jaidev Chakravorty,Anand - Milind,20,"₹ 1,00,00,000.00","₹ 9,50,000.00",Flop
Dilliwali Zaalim Girlfriend,0,Holiday,0,No,0,No,rom__com,0,No,1,Yes,1,Yes,Jackie Shroff,Japinder Kaur Baweja,Jazzy Bains,575,"₹ 7,50,00,000.00","₹ 3,09,00,000.00",Flop
Bhoot And Friends,0,Holiday,0,No,0,No,drama,0,No,0,No,0,No,Jackie Shroff,Kittu Saluja,Sunil Singh,25,"₹ 1,50,00,000.00","₹ 1,50,000.00",Flop
Kahin Hai Mera Pyar,1,Normal,0,No,0,No,love_story,0,No,1,Yes,0,No,Jackie Shroff,Mahesh Vaijnath Doijode,Nikhil Kamath,275,"₹ 4,50,00,000.00","₹ 22,75,000.00",Flop
Hum Do Anjaane,1,Normal,0,No,0,No,action,0,No,0,No,1,Yes,Jackie Shroff,Milind Swamy,Prashant Singh,30,"₹ 1,50,00,000.00","₹ 7,50,000.00",Flop
Bhoot Unkle,1,Normal,0,No,0,No,drama,0,No,1,Yes,0,No,Jackie Shroff,Mukesh Saigal,Baba Sehgal,20,"₹ 2,50,00,000.00","₹ 5,00,000.00",Flop
Ek Second... Jo Zindagi Badal De?,1,Normal,0,No,0,No,thriller,0,No,0,No,0,No,Jackie Shroff,Partho Ghosh,Anand Raj Anand,175,"₹ 2,75,00,000.00","₹ 44,00,000.00",Flop
Vidyaarthi,1,Normal,0,No,0,No,drama,0,No,0,No,0,No,Jackie Shroff,Rakesh Kakaria,Anand Raj Anand,5,"₹ 1,50,00,000.00","₹ 3,25,000.00",Flop
Mera Dil Leke Dekkho,0,Holiday,0,No,0,No,rom__com,0,No,1,Yes,0,No,Jackie Shroff,Rohit Kaushik,Jatin - Lalit,70,"₹ 2,75,00,000.00","₹ 18,25,000.00",Flop
Kitkit + Cricket = Kirkit,1,Normal,0,No,0,No,drama,0,No,1,Yes,0,No,Jackie Shroff,Shashi Pritam,Shashi Pritam,40,"₹ 75,00,000.00","₹ 4,50,000.00",Flop
Rangrezz,1,Normal,0,No,0,No,drama,0,No,0,No,0,No,Jacky Bhagnani,Priyadarshan,Sajid - Wajid,1150,"₹ 23,00,00,000.00","₹ 9,71,81,250.00",Flop
F.A.L.T.U,0,Holiday,0,No,0,No,comedy,0,No,1,Yes,0,No,Jacky Bhagnani,Remo D'Souza,Sachin - Jigar,1200,"₹ 20,00,00,000.00","₹ 32,92,00,000.00",Hit
Ajab Gazabb Love,0,Holiday,0,No,0,No,comedy,0,No,0,No,0,No,Jacky Bhagnani,Sanjay Gadhvi,Sajid - Wajid,850,"₹ 29,00,00,000.00","₹ 10,20,90,000.00",Flop
Youngistaan,0,Holiday,0,No,0,No,drama,0,No,1,Yes,0,No,Jacky Bhagnani,Syed Ahmed Afzal,Jeet Ganguly,1000,"₹ 28,00,00,000.00","₹ 9,45,00,000.00",Flop
Www.Love.com,0,Holiday,0,No,0,No,thriller,1,Yes,1,Yes,1,Yes,Jai Kalra,Vinod Mukhi,Mika Singh,50,"₹ 1,50,00,000.00","₹ 20,50,000.00",Flop
My Bollywood Bride,1,Normal,0,No,0,No,rom__com,1,Yes,1,Yes,0,No,Jason Lewis,Rajeev Virani,Anu Malik,10,"₹ 6,75,00,000.00","₹ 72,500.00",Flop
Ye Stupid Pyar,1,Normal,0,No,0,No,love_story,1,Yes,1,Yes,1,Yes,Jatin Khurana,Rakesh Jain,Reeky Dev,20,"₹ 1,00,00,000.00","₹ 2,25,000.00",Flop
The Forest,1,Normal,0,No,0,No,thriller,0,No,1,Yes,1,Yes,Javed Jaffrey,Ashvin Kumar,Matt Robertson,15,"₹ 1,50,00,000.00","₹ 3,90,000.00",Flop
Love Songs,1,Normal,0,No,0,No,drama,0,No,1,Yes,1,Yes,Jaya Bachchan,Jayabrato Chatterjee,Usha Uthup,18,"₹ 50,00,000.00","₹ 11,25,000.00",Flop
Bazaar-E-Husn,1,Normal,0,No,0,No,drama,0,No,1,Yes,0,No,Jeet Goswami,Ajay Mehra,Khayyam,10,"₹ 45,00,000.00","₹ 1,00,000.00",Flop
Ho Jaata Hai Pyar,1,Normal,0,No,0,No,love_story,0,No,1,Yes,0,No,Jeetendra,Basit Khan,Uttam Singh,5,"₹ 80,00,000.00","₹ 6,50,000.00",Flop
Delhii Heights,0,Holiday,0,No,0,No,drama,0,No,1,Yes,1,Yes,Jimmy Shergill,Anand Kumar,Rabbi Shergill,160,"₹ 4,25,00,000.00","₹ 99,00,000.00",Flop
Strangers,1,Normal,0,No,0,No,drama,0,No,1,Yes,1,Yes,Jimmy Shergill,Anand L. Rai,Vinay Tiwari,100,"₹ 3,75,00,000.00","₹ 61,50,000.00",Flop
Victoria No. 203,1,Normal,0,No,0,No,comedy,0,No,0,No,0,No,Jimmy Shergill,Anant Mahadevan,Viju Shah,165,"₹ 9,00,00,000.00","₹ 1,35,00,000.00",Flop
Four Two Ka One,1,Normal,0,No,0,No,comedy,0,No,1,Yes,1,Yes,Jimmy Shergill,Anwer Khan,J.D. Singh - Rajan,65,"₹ 6,00,00,000.00","₹ 26,50,000.00",Flop
Chhodon Naa Yaar,1,Normal,0,No,0,No,thriller,0,No,1,Yes,0,No,Jimmy Shergill,Dilip Sood,Anand Raj Anand,70,"₹ 3,25,00,000.00","₹ 26,50,000.00",Flop
Rehguzar,1,Normal,0,No,0,No,drama,0,No,1,Yes,0,No,Jimmy Shergill,Faruq Masudi,Aadesh Shrivastava,8,"₹ 2,25,00,000.00","₹ 2,70,000.00",Flop
A Flat,1,Normal,0,No,0,No,thriller,0,No,1,Yes,0,No,Jimmy Shergill,Hemant Madhukar,Bappa Lahiri,175,"₹ 5,50,00,000.00","₹ 42,00,000.00",Flop
Bachelor Party,1,Normal,0,No,0,No,comedy,0,No,0,No,1,Yes,Jimmy Shergill,Ishaan Trivedi,Arun Bhairav,50,"₹ 2,50,00,000.00","₹ 13,20,000.00",Flop
Fugly,1,Normal,0,No,0,No,drama,0,No,0,No,0,No,Jimmy Shergill,Kabir Sadanand,Honey Singh,950,"₹ 18,00,00,000.00","₹ 14,82,78,750.00",Average
Umar,1,Normal,0,No,0,No,drama,0,No,0,No,0,No,Jimmy Shergill,Karan Razdan,Shamir Tandon,55,"₹ 3,50,00,000.00","₹ 40,01,000.00",Flop
Silsiilay,1,Normal,0,No,0,No,drama,0,No,0,No,0,No,Jimmy Shergill,Khalid Mohamed,Himesh Reshammiya,125,"₹ 6,00,00,000.00","₹ 1,78,35,500.00",Flop
Bas Ek Pal,1,Normal,0,No,0,No,drama,0,No,1,Yes,1,Yes,Jimmy Shergill,Onir,Vivek Philip,70,"₹ 4,75,00,000.00","₹ 84,00,000.00",Flop
Darr @ The Mall,0,Holiday,0,No,0,No,horror,0,No,0,No,0,No,Jimmy Shergill,Pawan Kirpalani,Shankar - Ehsaan - Loy,1200,"₹ 16,00,00,000.00","₹ 7,84,00,000.00",Flop
Yahaan,1,Normal,0,No,0,No,drama,0,No,1,Yes,0,No,Jimmy Shergill,Shoojit Sircar,Shantanu Moitra,55,"₹ 3,50,00,000.00","₹ 1,67,00,000.00",Flop
Hastey Hastey - Follow Your Heart,1,Normal,0,No,0,No,comedy,0,No,1,Yes,0,No,Jimmy Shergill,Tony,Anu Malik,175,"₹ 4,50,00,000.00","₹ 1,30,00,000.00",Flop
Jhoota Hi Sahi,0,Holiday,0,No,0,No,rom__com,0,No,0,No,0,No,John Abraham,Abbas Tyrewala,A.R. Rehman,650,"₹ 35,00,00,000.00","₹ 15,58,50,000.00",Flop
Force 2,1,Normal,0,No,1,Yes,action,0,No,0,No,0,No,John Abraham,Abhinay Deo,Amal Malik,2250,"₹ 41,00,00,000.00","₹ 52,60,62,500.00",Hit
Welcome Back,0,Holiday,0,No,1,Yes,comedy,0,No,0,No,0,No,John Abraham,Anees Bazmee,Meet Bros,3200,"₹ 1,08,00,00,000.00","₹ 1,68,76,70,000.00",Hit
No Smoking,0,Holiday,0,No,0,No,drama,0,No,1,Yes,0,No,John Abraham,Anurag Kashyap,Vishal Bhardwaj,225,"₹ 7,50,00,000.00","₹ 3,49,30,000.00",Flop
Water,1,Normal,0,No,0,No,drama,0,No,0,No,0,No,John Abraham,Deepa Mehta,A.R. Rehman,175,"₹ 12,00,00,000.00","₹ 2,36,00,000.00",Flop
Kabul Express,1,Normal,0,No,0,No,drama,0,No,1,Yes,1,Yes,John Abraham,Kabir Khan,Raghav Sachar,275,"₹ 12,00,00,000.00","₹ 21,40,25,000.00",Hit
New York,1,Normal,0,No,0,No,thriller,0,No,0,No,0,No,John Abraham,Kabir Khan,Pritam,1200,"₹ 28,00,00,000.00","₹ 78,33,67,500.00",Blockbuster
"I, Me Aur Main",1,Normal,0,No,0,No,rom__com,0,No,1,Yes,0,No,John Abraham,Kapil Sharma,Pritam,975,"₹ 20,00,00,000.00","₹ 13,78,85,000.00",Flop
Taxi Number 9 2 11,0,Holiday,0,No,0,No,drama,0,No,0,No,0,No,John Abraham,Milan Luthria,Vishal - Shekhar,400,"₹ 10,00,00,000.00","₹ 32,17,00,000.00",Blockbuster
Aashayein,1,Normal,0,No,0,No,drama,0,No,0,No,0,No,John Abraham,Nagesh Kukunoor,Salim - Sulaiman,425,"₹ 18,00,00,000.00","₹ 3,46,75,000.00",Flop
Force,0,Holiday,0,No,0,No,action,0,No,0,No,0,No,John Abraham,Nishikant Kamat,Harris Jayraj,1450,"₹ 28,00,00,000.00","₹ 39,03,20,000.00",Hit
Rocky Handsome,0,Holiday,0,No,0,No,thriller,0,No,0,No,1,Yes,John Abraham,Nishikant Kamat,Bombay Rockers,1900,"₹ 43,00,00,000.00","₹ 35,58,18,750.00",Average
Dishoom,1,Normal,0,No,0,No,action,0,No,0,No,0,No,John Abraham,Rohit Dhawan,Pritam,3000,"₹ 61,00,00,000.00","₹ 1,18,76,30,000.00",Hit
Karam,1,Normal,0,No,0,No,thriller,0,No,1,Yes,0,No,John Abraham,Sanjay F. Gupta,Vishal - Shekhar,225,"₹ 5,75,00,000.00","₹ 7,76,25,000.00",Hit
Shootout At Wadala,1,Normal,0,No,1,Yes,action,0,No,0,No,0,No,John Abraham,Sanjay Gupta,Anand Raj Anand,2200,"₹ 49,00,00,000.00","₹ 82,55,42,500.00",Hit
Madras Cafe,1,Normal,0,No,0,No,thriller,0,No,0,No,0,No,John Abraham,Shoojit Sircar,Shantanu Moitra,1050,"₹ 35,00,00,000.00","₹ 67,56,40,000.00",Hit
Dhan Dhana Dhan Goal,0,Holiday,0,No,0,No,drama,0,No,0,No,0,No,John Abraham,Vivek Agnihotri,Pritam,650,"₹ 19,00,00,000.00","₹ 21,72,43,750.00",Hit
Mein Bikaaoo On Sale,0,Holiday,0,No,0,No,drama,1,Yes,0,No,0,No,Joysen Gupta,B.R. Ishara,Raju Singh,1,"₹ 30,00,000.00","₹ 5,75,000.00",Flop
7 1/2 Phere,1,Normal,0,No,0,No,comedy,0,No,1,Yes,0,No,Juhi Chawla,Ishaan Trivedi,Shantanu Moitra,50,"₹ 2,00,00,000.00","₹ 1,52,00,000.00",Average
I Am,0,Holiday,0,No,0,No,drama,0,No,0,No,0,No,Juhi Chawla,Onir,Vivek Philip,75,"₹ 1,75,00,000.00","₹ 67,00,000.00",Flop
Main Hoon Krishna,0,Holiday,0,No,0,No,animation,0,No,0,No,0,No,Juhi Chawla,Rajiv S. Ruia,Amjad - Nadeem,175,"₹ 5,00,00,000.00","₹ 29,00,000.00",Flop
Sardi Mein Garmi,1,Normal,0,No,0,No,adult,1,Yes,0,No,1,Yes,Jyoti Dev,Tilak Chutani,Aman,1,"₹ 15,00,000.00","₹ 5,00,000.00",Flop
Topless,1,Normal,0,No,0,No,adult,1,Yes,0,No,0,No,K.Gauri,Nabh Kumar Raju,Bappi Lahiri,30,"₹ 1,25,00,000.00","₹ 49,00,000.00",Flop
26th July At Barista,1,Normal,0,No,0,No,drama,1,Yes,0,No,1,Yes,Kabir Sawhney,Mohan Sharma,Sandarbh,50,"₹ 1,00,00,000.00","₹ 13,25,000.00",Flop
Main Tere Ishq Mein,1,Normal,0,No,0,No,love_story,1,Yes,1,Yes,0,No,Kaif Khan,Manish,Jayant Aaryan,1,"₹ 40,00,000.00","₹ 9,50,000.00",Flop
Mudrank - The Stamp,1,Normal,0,No,0,No,drama,1,Yes,1,Yes,0,No,Kailash Manav,Shakir Shaikh,Bappi Lahiri,15,"₹ 30,00,000.00","₹ 6,50,000.00",Flop
We Are Family,0,Holiday,1,Yes,0,No,drama,0,No,1,Yes,0,No,Kajol,Siddharth Malhotra,Shankar - Ehsaan - Loy,900,"₹ 30,00,00,000.00","₹ 42,04,90,000.00",Hit
Dhund Lenge Manzil Hum,0,Holiday,0,No,0,No,drama,1,Yes,1,Yes,0,No,Kalaynji Jana,R. Gautam,Vaishnav Deva,5,"₹ 25,00,000.00","₹ 2,75,000.00",Flop
That Girl in Yellow Boots,1,Normal,0,No,0,No,drama,0,No,0,No,1,Yes,Kalki Koechlin,Anurag Kashyap,Naren Chandavarkar,200,"₹ 4,00,00,000.00","₹ 2,71,00,000.00",Flop
Margarita With A Straw,1,Normal,0,No,0,No,drama,0,No,0,No,0,No,Kalki Koechlin,Shonali Bose,Mikey McCleary,250,"₹ 6,50,00,000.00","₹ 7,43,00,000.00",Hit
Janleva 555,0,Holiday,0,No,0,No,thriller,0,No,1,Yes,1,Yes,Kalpana Pandit,Sandeep Malani,Mike Paul Hughes,70,"₹ 2,00,00,000.00","₹ 25,50,000.00",Flop
Deshdrohi,1,Normal,0,No,0,No,action,1,Yes,0,No,1,Yes,Kamaal R. Khan,Jagdish Sharma,Nikhil,75,"₹ 3,00,00,000.00","₹ 89,00,000.00",Flop
Mumbai Xpress,0,Holiday,0,No,0,No,comedy,0,No,1,Yes,0,No,Kamal Hassan,Singeetam Srinivasa Rao,Ilaiyaraja,150,"₹ 4,50,00,000.00","₹ 5,17,50,000.00",Hit
Phaans - Ek Jasoos Ki Kahani,0,Holiday,0,No,0,No,thriller,1,Yes,0,No,0,No,Kanan Malhotra,A. Chitransh,Dilip Sen,10,"₹ 45,00,000.00","₹ 1,75,000.00",Flop
Simran,1,Normal,0,No,0,No,drama,0,No,0,No,0,No,Kangana Ranaut,Hansal Mehta,Sachin - Jigar,1550,"₹ 28,00,00,000.00","₹ 26,30,25,000.00",Average
Revolver Rani,1,Normal,0,No,0,No,drama,0,No,1,Yes,0,No,Kangana Ranaut,Sai Kabir,Sanjeev Srivastava,1600,"₹ 27,00,00,000.00","₹ 11,87,00,000.00",Flop
Queen,1,Normal,0,No,0,No,drama,0,No,1,Yes,0,No,Kangana Ranaut,Vikas Bahl,Amit Trivedi,800,"₹ 23,00,00,000.00","₹ 97,41,80,000.00",Blockbuster
Rajjo,0,Holiday,0,No,0,No,drama,0,No,1,Yes,0,No,Kangana Ranaut,Vishwas Patil,Uttam Singh,425,"₹ 11,00,00,000.00","₹ 1,19,00,000.00",Flop
Myoho,1,Normal,0,No,0,No,drama,0,No,1,Yes,1,Yes,Kanwaljeet,Ranjan Shandilya,Runa Rizvi,25,"₹ 1,25,00,000.00","₹ 3,15,000.00",Flop
Aatma,1,Normal,0,No,0,No,horror,0,No,0,No,0,No,Bipasha Basu,Deepak Ramsay,Anu Malik,70,"₹ 2,50,00,000.00","₹ 94,00,000.00",Flop
Nishaan - The Mark,1,Normal,0,No,0,No,suspense,0,No,1,Yes,1,Yes,Kapil Jhaveri,Sharad Chaudhary,Jeet Ganguly,25,"₹ 1,25,00,000.00","₹ 26,00,000.00",Flop
Kis Kisko Pyaar Karoon,0,Holiday,0,No,0,No,comedy,0,No,0,No,1,Yes,Kapil Sharma,Abbas - Mustan,Dr. Zeus,1700,"₹ 16,00,00,000.00","₹ 71,60,00,000.00",Blockbuster
Firangi,0,Holiday,0,No,0,No,drama,0,No,1,Yes,0,No,Kapil Sharma,Rajeev Dhingra,Jatinder Shah,1550,"₹ 40,00,00,000.00","₹ 16,60,40,000.00",Flop
Alone,1,Normal,0,No,0,No,horror,1,Yes,0,No,0,No,Karan Grover,Bhushan Patel,Mithoon,1600,"₹ 19,00,00,000.00","₹ 25,84,50,000.00",Hit
Aakhri Deal,1,Normal,0,No,0,No,action,0,No,1,Yes,1,Yes,Karan Hakku,Paul - Venu,Sahil Fatehpuri,10,"₹ 10,00,000.00","₹ 4,25,000.00",Flop
Love Possible,1,Normal,0,No,0,No,love_story,1,Yes,1,Yes,0,No,Karan Mehra,J.H. Nakra,Afsar - Sajid,50,"₹ 1,00,00,000.00","₹ 8,75,000.00",Flop
Rajula - A Tale From The Himalayas,0,Holiday,0,No,0,No,drama,0,No,1,Yes,1,Yes,Karan Sharma,Nitin Tiwari,Sudheer - Milind,10,"₹ 25,00,000.00","₹ 5,75,000.00",Flop
Sadda Adda,0,Holiday,0,No,0,No,drama,1,Yes,1,Yes,0,No,Karanvir Sharma,Muazzam Beg,Shamir Tandon,175,"₹ 2,75,00,000.00","₹ 47,00,000.00",Flop
Zid,1,Normal,0,No,0,No,thriller,0,No,0,No,0,No,Karanvir Sharma,Vivek Agnihotri,Toshi - Sharib,1200,"₹ 10,00,00,000.00","₹ 8,15,00,000.00",Average
Heroine,1,Normal,0,No,0,No,drama,0,No,0,No,0,No,Kareena Kapoor,Madhur Bhandarkar,Salim - Sulaiman,2000,"₹ 35,00,00,000.00","₹ 57,11,75,000.00",Hit
Ki & Ka,1,Normal,0,No,0,No,rom__com,0,No,0,No,0,No,Kareena Kapoor,R. Balki,Mithoon,1600,"₹ 35,00,00,000.00","₹ 99,30,00,000.00",Blockbuster
Ek Main Aur Ekk Tu,1,Normal,0,No,0,No,love_story,0,No,1,Yes,0,No,Kareena Kapoor,Shakun Batra,Amit Trivedi,1250,"₹ 32,00,00,000.00","₹ 72,11,00,000.00",Blockbuster
Dangerous Ishhq,1,Normal,0,No,0,No,thriller,0,No,0,No,0,No,Karisma Kapoor,Vikram Bhatt,Himesh Reshammiya,1050,"₹ 26,00,00,000.00","₹ 8,68,80,000.00",Flop
Bachao Inside Bhoot Hai,1,Normal,0,No,0,No,horror,1,Yes,0,No,0,No,Karron Mallik,Shyam Ramsay,Bappi Lahiri,40,"₹ 80,00,000.00","₹ 5,50,000.00",Flop
Guest In London,1,Normal,0,No,0,No,comedy,0,No,0,No,0,No,Kartik Aryan,Ashwini Dhir,Raghav Sachar,1350,"₹ 28,00,00,000.00","₹ 11,11,25,000.00",Flop
Pyaar Ka Punchnama,1,Normal,0,No,0,No,rom__com,1,Yes,1,Yes,1,Yes,Kartik Aryan,Luv Ranjan,Clinton Cerejo,550,"₹ 9,75,00,000.00","₹ 17,03,00,000.00",Hit
Akaash Vani,0,Holiday,0,No,0,No,rom__com,0,No,0,No,0,No,Kartik Aryan,Luv Ranjan,Hitesh Sonik,450,"₹ 10,00,00,000.00","₹ 3,06,00,000.00",Flop
Pyaar Ka Punchnama 2,1,Normal,0,No,1,Yes,comedy,0,No,0,No,0,No,Kartik Tiwari,Luv Ranjan,Hitesh Sonik,1400,"₹ 22,00,00,000.00","₹ 88,17,67,500.00",Blockbuster
Jhansi Ki Rani Laxmibai,0,Holiday,0,No,0,No,action,1,Yes,0,No,1,Yes,Kashish,Rajesh Mittal,Amresh Shahabadi,20,"₹ 2,00,00,000.00","₹ 8,50,000.00",Flop
Revati,0,Holiday,0,No,0,No,drama,0,No,0,No,0,No,Kashmira Shah,Faroogh Siddiqui,Jatin - Lalit,10,"₹ 90,00,000.00","₹ 15,00,000.00",Flop
Bumboo,0,Holiday,0,No,0,No,comedy,1,Yes,1,Yes,1,Yes,Kavin Dave,Jagdish Rajpurohit,Faiz ur Rehmen,175,"₹ 2,50,00,000.00","₹ 37,75,000.00",Flop
Bhindi Bazaar Inc,1,Normal,0,No,0,No,thriller,0,No,1,Yes,1,Yes,Kay Kay Menon,Ankush Bhatt,Sandeep - Surya,300,"₹ 5,00,00,000.00","₹ 1,61,00,000.00",Flop
Black Friday,0,Holiday,0,No,0,No,drama,0,No,1,Yes,1,Yes,Kay Kay Menon,Anurag Kashyap,Indian Ocean,160,"₹ 4,50,00,000.00","₹ 6,78,40,000.00",Hit
Gulaal,1,Normal,0,No,0,No,thriller,0,No,0,No,1,Yes,Kay Kay Menon,Anurag Kashyap,Piyush Mishra,425,"₹ 10,00,00,000.00","₹ 5,89,00,000.00",Flop
Dansh,1,Normal,0,No,0,No,drama,0,No,1,Yes,1,Yes,Kay Kay Menon,Kanika Verma,Faizal Qureshi,25,"₹ 50,00,000.00","₹ 10,00,000.00",Flop
The Stoneman Murders,0,Holiday,0,No,0,No,suspense,0,No,1,Yes,0,No,Kay Kay Menon,Manish Gupta,Siddharth - Suhas,175,"₹ 4,75,00,000.00","₹ 83,00,000.00",Flop
Rahasya,1,Normal,0,No,0,No,suspense,0,No,0,No,0,No,Kay Kay Menon,Manish Gupta,Ranjit Barot,325,"₹ 6,00,00,000.00","₹ 1,52,00,000.00",Flop
Mumbai Meri Jaan,0,Holiday,0,No,0,No,drama,0,No,1,Yes,1,Yes,Kay Kay Menon,Nishikant Kamat,Samir Phatarpekar,175,"₹ 3,50,00,000.00","₹ 5,02,20,000.00",Hit
Sankat City,1,Normal,0,No,0,No,comedy,0,No,1,Yes,0,No,Kay Kay Menon,Pankaj Advani,Ranjit Barot,100,"₹ 3,25,00,000.00","₹ 1,14,00,000.00",Flop
Life Ki Toh Lag Gayi,1,Normal,0,No,0,No,comedy,0,No,1,Yes,1,Yes,Kay Kay Menon,Rakesh Mehta,Vinay Jaiswal,100,"₹ 3,50,00,000.00","₹ 19,50,000.00",Flop
Ankur Arora Murder Case,1,Normal,0,No,0,No,thriller,0,No,0,No,1,Yes,Kay Kay Menon,Suhail Tatari,Inder Bawra,300,"₹ 7,50,00,000.00","₹ 82,00,000.00",Flop
Benny And Babloo,0,Holiday,0,No,0,No,comedy,0,No,1,Yes,1,Yes,Kay Kay Menon,Yunus Sajawal,Amjad - Nadeem,60,"₹ 4,75,00,000.00","₹ 10,00,000.00",Flop
Main Hoon Basanti Tangewali,0,Holiday,0,No,0,No,adult,1,Yes,0,No,1,Yes,Kaya Bunti,Suresh Jain,Sayad Ali,1,"₹ 10,00,000.00","₹ 6,75,000.00",Flop
Ladies First,0,Holiday,0,No,0,No,drama,1,Yes,0,No,1,Yes,Khushboo Khan,Ashok Mehta,Shiv - Ram,10,"₹ 20,00,000.00","₹ 1,40,000.00",Flop
It Can Be Dangerous - City Of Dreams,1,Normal,0,No,0,No,drama,0,No,1,Yes,1,Yes,Kiran Janjani,Mahesh D. Singh,Niranjan - Saket,40,"₹ 3,25,000.00","₹ 4,50,000.00",Hit
Sitam,1,Normal,0,No,0,No,drama,0,No,0,No,0,No,Kiran Janjani,Partho Ghosh,Nikhil - Vinay,15,"₹ 1,25,00,000.00","₹ 18,00,000.00",Flop
Jalwa - Fun In Love,1,Normal,0,No,0,No,drama,0,No,0,No,1,Yes,Kiran Janjani,Rajiv S. Ruia,Laxmi - Vasant,20,"₹ 1,25,00,000.00","₹ 17,65,625.00",Flop
Just 47 - Hum Bhi Insaan Hai,1,Normal,0,No,0,No,drama,0,No,1,Yes,0,No,Kiran Karmarkar,Gajendra Ahire,Rahul Ranade,15,"₹ 80,00,000.00","₹ 1,40,000.00",Flop
